日付,時刻,コード,会社名,表題（リンク_TDnet）,表題（リンク_ローカル）,キーワード,ヒットページ数,記述されているページ,分類,URL（生）
20260210,15:30,409A,オリオンビール,"=HYPERLINK(""https://www.release.tdnet.info/inbs/140120260209552938.pdf"", ""2026年3月期第3四半期決算短信〔日本基準〕(連結)"")","=HYPERLINK(""pdf_tmp/20260210/409A_1530_オリオンビール_2026年3月期第3四半期決算短信〔日本基準〕(連結).pdf"", ""2026年3月期第3四半期決算短信〔日本基準〕(連結)"")",価格転嫁,1,4,決算短信,https://www.release.tdnet.info/inbs/140120260209552938.pdf
20260210,15:31,410A,G-GMOコマース,"=HYPERLINK(""https://www.release.tdnet.info/inbs/140120260210553109.pdf"", ""2025年12月期 決算短信〔日本基準〕(非連結)"")","=HYPERLINK(""pdf_tmp/20260210/410A_1531_G-GMOコマース_2025年12月期 決算短信〔日本基準〕(非連結).pdf"", ""2025年12月期 決算短信〔日本基準〕(非連結)"")",需要の回復,1,4,決算短信,https://www.release.tdnet.info/inbs/140120260210553109.pdf
20260210,15:31,410A,G-GMOコマース,"=HYPERLINK(""https://www.release.tdnet.info/inbs/140120260210553125.pdf"", ""2025年12月期 決算説明資料"")","=HYPERLINK(""pdf_tmp/20260210/410A_1531_G-GMOコマース_2025年12月期 決算説明資料.pdf"", ""2025年12月期 決算説明資料"")",シェア拡大,1,8,説明資料,https://www.release.tdnet.info/inbs/140120260210553125.pdf
20260210,15:30,4171,グローバルI,"=HYPERLINK(""https://www.release.tdnet.info/inbs/140120260210553900.pdf"", ""2025年12月期 決算短信〔日本基準〕(連結)"")","=HYPERLINK(""pdf_tmp/20260210/4171_1530_グローバルI_2025年12月期 決算短信〔日本基準〕(連結).pdf"", ""2025年12月期 決算短信〔日本基準〕(連結)"")",悪化 シェア拡大,1,4,決算短信,https://www.release.tdnet.info/inbs/140120260210553900.pdf
20260210,15:30,4182,菱瓦斯化,"=HYPERLINK(""https://www.release.tdnet.info/inbs/140120260204547231.pdf"", ""2026年3月期 第3四半期決算短信[日本基準](連結)"")","=HYPERLINK(""pdf_tmp/20260210/4182_1530_菱瓦斯化_2026年3月期 第3四半期決算短信[日本基準](連結).pdf"", ""2026年3月期 第3四半期決算短信[日本基準](連結)"")",悪化,1,5,決算短信,https://www.release.tdnet.info/inbs/140120260204547231.pdf
20260210,15:30,4284,ソルクシーズ,"=HYPERLINK(""https://www.release.tdnet.info/inbs/140120260209552151.pdf"", ""2025年12月期 決算短信〔日本基準〕(連結)"")","=HYPERLINK(""pdf_tmp/20260210/4284_1530_ソルクシーズ_2025年12月期 決算短信〔日本基準〕(連結).pdf"", ""2025年12月期 決算短信〔日本基準〕(連結)"")",大幅 悪化,1,4,決算短信,https://www.release.tdnet.info/inbs/140120260209552151.pdf
20260210,15:30,4356,応用技術,"=HYPERLINK(""https://www.release.tdnet.info/inbs/140120260209551428.pdf"", ""2025年12月期 決算短信〔日本基準〕(非連結)"")","=HYPERLINK(""pdf_tmp/20260210/4356_1530_応用技術_2025年12月期 決算短信〔日本基準〕(非連結).pdf"", ""2025年12月期 決算短信〔日本基準〕(非連結)"")",大幅,1,6,決算短信,https://www.release.tdnet.info/inbs/140120260209551428.pdf
20260210,15:30,4356,応用技術,"=HYPERLINK(""https://www.release.tdnet.info/inbs/140120260209551444.pdf"", ""2025年12月期 決算補足資料"")","=HYPERLINK(""pdf_tmp/20260210/4356_1530_応用技術_2025年12月期 決算補足資料.pdf"", ""2025年12月期 決算補足資料"")",大幅,1,37,その他,https://www.release.tdnet.info/inbs/140120260209551444.pdf
20260210,16:00,4563,G-アンジェス,"=HYPERLINK(""https://www.release.tdnet.info/inbs/140120260210553565.pdf"", ""営業外収益、営業外費用、特別利益、法人税等調整額の計上及び2025年12月期連結業績予想と実績値の差異に関するお知らせ"")","=HYPERLINK(""pdf_tmp/20260210/4563_1600_G-アンジェス_営業外収益、営業外費用、特別利益、法人税等調整額の計上及び2025年12月期連結業績予想と実績値の差異に関するお知らせ.pdf"", ""営業外収益、営業外費用、特別利益、法人税等調整額の計上及び2025年12月期連結業績予想と実績値の差異に関するお知らせ"")",計画を上,1,2,その他,https://www.release.tdnet.info/inbs/140120260210553565.pdf
20260210,16:00,4572,G-カルナバイオ,"=HYPERLINK(""https://www.release.tdnet.info/inbs/140120260209552270.pdf"", ""2025年12月期 決算短信〔日本基準〕(連結)"")","=HYPERLINK(""pdf_tmp/20260210/4572_1600_G-カルナバイオ_2025年12月期 決算短信〔日本基準〕(連結).pdf"", ""2025年12月期 決算短信〔日本基準〕(連結)"")",需要が低,1,10,決算短信,https://www.release.tdnet.info/inbs/140120260209552270.pdf
20260210,17:00,4583,G-カイオム,"=HYPERLINK(""https://www.release.tdnet.info/inbs/140120260210554163.pdf"", ""決算補足資料 2025年12月期"")","=HYPERLINK(""pdf_tmp/20260210/4583_1700_G-カイオム_決算補足資料 2025年12月期.pdf"", ""決算補足資料 2025年12月期"")",大幅 悪化,1,41,その他,https://www.release.tdnet.info/inbs/140120260210554163.pdf
20260210,14:00,4611,大日塗料,"=HYPERLINK(""https://www.release.tdnet.info/inbs/140120260115534747.pdf"", ""2026年3月期 第3四半期決算短信〔日本基準〕(連結)"")","=HYPERLINK(""pdf_tmp/20260210/4611_1400_大日塗料_2026年3月期 第3四半期決算短信〔日本基準〕(連結).pdf"", ""2026年3月期 第3四半期決算短信〔日本基準〕(連結)"")",需要の回復,1,5,決算短信,https://www.release.tdnet.info/inbs/140120260115534747.pdf
20260210,15:40,4732,USS,"=HYPERLINK(""https://www.release.tdnet.info/inbs/140120260210553896.pdf"", ""2026年3月期 第3四半期決算短信(日本基準)(連結)"")","=HYPERLINK(""pdf_tmp/20260210/4732_1540_USS_2026年3月期 第3四半期決算短信(日本基準)(連結).pdf"", ""2026年3月期 第3四半期決算短信(日本基準)(連結)"")",上方修正,1,5,決算短信,https://www.release.tdnet.info/inbs/140120260210553896.pdf
20260210,15:40,4732,USS,"=HYPERLINK(""https://www.release.tdnet.info/inbs/140120260210553946.pdf"", ""連結業績予想および配当予想の修正に関するお知らせ"")","=HYPERLINK(""pdf_tmp/20260210/4732_1540_USS_連結業績予想および配当予想の修正に関するお知らせ.pdf"", ""連結業績予想および配当予想の修正に関するお知らせ"")",上方修正,1,1,予想の修正,https://www.release.tdnet.info/inbs/140120260210553946.pdf
20260210,15:30,4755,楽天グループ,"=HYPERLINK(""https://www.release.tdnet.info/inbs/140120260210553782.pdf"", ""減損損失及びデリバティブ評価益の計上に関するお知らせ"")","=HYPERLINK(""pdf_tmp/20260210/4755_1530_楽天グループ_減損損失及びデリバティブ評価益の計上に関するお知らせ.pdf"", ""減損損失及びデリバティブ評価益の計上に関するお知らせ"")",想定以上,1,1,その他,https://www.release.tdnet.info/inbs/140120260210553782.pdf
20260210,15:30,4931,新日本製薬,"=HYPERLINK(""https://www.release.tdnet.info/inbs/140120260209552012.pdf"", ""2026年9月期第1四半期決算短信〔日本基準〕(連結)"")","=HYPERLINK(""pdf_tmp/20260210/4931_1530_新日本製薬_2026年9月期第1四半期決算短信〔日本基準〕(連結).pdf"", ""2026年9月期第1四半期決算短信〔日本基準〕(連結)"")",大幅 計画を下,1,4,決算短信,https://www.release.tdnet.info/inbs/140120260209552012.pdf
20260210,15:40,4960,ケミプロ化成,"=HYPERLINK(""https://www.release.tdnet.info/inbs/140120260205548023.pdf"", ""2026年3月期 第3四半期決算短信〔日本基準〕(非連結)"")","=HYPERLINK(""pdf_tmp/20260210/4960_1540_ケミプロ化成_2026年3月期 第3四半期決算短信〔日本基準〕(非連結).pdf"", ""2026年3月期 第3四半期決算短信〔日本基準〕(非連結)"")",価格転嫁 大幅,1,4,決算短信,https://www.release.tdnet.info/inbs/140120260205548023.pdf
20260210,15:30,4967,小林製薬,"=HYPERLINK(""https://www.release.tdnet.info/inbs/140120260209552743.pdf"", ""2025年12月期 決算短信〔日本基準〕(連結)"")","=HYPERLINK(""pdf_tmp/20260210/4967_1530_小林製薬_2025年12月期 決算短信〔日本基準〕(連結).pdf"", ""2025年12月期 決算短信〔日本基準〕(連結)"")",想定以上,1,16,決算短信,https://www.release.tdnet.info/inbs/140120260209552743.pdf
20260210,15:30,4967,小林製薬,"=HYPERLINK(""https://www.release.tdnet.info/inbs/140120260209551565.pdf"", ""株主提案に対する当社取締役会意見に関するお知らせ"")","=HYPERLINK(""pdf_tmp/20260210/4967_1530_小林製薬_株主提案に対する当社取締役会意見に関するお知らせ.pdf"", ""株主提案に対する当社取締役会意見に関するお知らせ"")",大幅,1,3,その他,https://www.release.tdnet.info/inbs/140120260209551565.pdf
20260210,13:00,4998,フマキラー,"=HYPERLINK(""https://www.release.tdnet.info/inbs/140120260209552092.pdf"", ""2026年3月期 第3四半期決算短信〔日本基準〕(連結)"")","=HYPERLINK(""pdf_tmp/20260210/4998_1300_フマキラー_2026年3月期 第3四半期決算短信〔日本基準〕(連結).pdf"", ""2026年3月期 第3四半期決算短信〔日本基準〕(連結)"")",価格改定,1,5,決算短信,https://www.release.tdnet.info/inbs/140120260209552092.pdf
20260210,15:30,5016,JX金属,"=HYPERLINK(""https://www.release.tdnet.info/inbs/140120260209552020.pdf"", ""2026年3月期第3四半期決算短信〔IFRS〕(連結)"")","=HYPERLINK(""pdf_tmp/20260210/5016_1530_JX金属_2026年3月期第3四半期決算短信〔IFRS〕(連結).pdf"", ""2026年3月期第3四半期決算短信〔IFRS〕(連結)"")",需要回復 悪化,1,4,決算短信,https://www.release.tdnet.info/inbs/140120260209552020.pdf
20260210,15:30,5019,出光興産,"=HYPERLINK(""https://www.release.tdnet.info/inbs/140120260210553555.pdf"", ""2026年3月期 第3四半期決算短信〔日本基準〕(連結)"")","=HYPERLINK(""pdf_tmp/20260210/5019_1530_出光興産_2026年3月期 第3四半期決算短信〔日本基準〕(連結).pdf"", ""2026年3月期 第3四半期決算短信〔日本基準〕(連結)"")",悪化,1,4,決算短信,https://www.release.tdnet.info/inbs/140120260210553555.pdf
20260210,16:00,5122,オカモト,"=HYPERLINK(""https://www.release.tdnet.info/inbs/140120260121536730.pdf"", ""2026年3月期 第3四半期決算短信〔日本基準〕(連結)"")","=HYPERLINK(""pdf_tmp/20260210/5122_1600_オカモト_2026年3月期 第3四半期決算短信〔日本基準〕(連結).pdf"", ""2026年3月期 第3四半期決算短信〔日本基準〕(連結)"")",価格改定 需要が低 悪化,1,4,決算短信,https://www.release.tdnet.info/inbs/140120260121536730.pdf
20260210,15:30,5202,板硝子,"=HYPERLINK(""https://www.release.tdnet.info/inbs/140120260209552486.pdf"", ""2026年3月期 第3四半期決算短信〔IFRS〕(連結) (公認会計士等による期中レビューの完了)"")","=HYPERLINK(""pdf_tmp/20260210/5202_1530_板硝子_2026年3月期 第3四半期決算短信〔IFRS〕(連結) (公認会計士等による期中レビューの完了).pdf"", ""2026年3月期 第3四半期決算短信〔IFRS〕(連結) (公認会計士等による期中レビューの完了)"")",価格転嫁,1,15,決算短信,https://www.release.tdnet.info/inbs/140120260209552486.pdf
20260210,14:30,5232,住友大阪,"=HYPERLINK(""https://www.release.tdnet.info/inbs/140120260209551873.pdf"", ""2026年3月期 第3四半期決算短信〔日本基準〕(連結)"")","=HYPERLINK(""pdf_tmp/20260210/5232_1430_住友大阪_2026年3月期 第3四半期決算短信〔日本基準〕(連結).pdf"", ""2026年3月期 第3四半期決算短信〔日本基準〕(連結)"")",値上,1,4,決算短信,https://www.release.tdnet.info/inbs/140120260209551873.pdf
20260210,13:00,5302,日カーボン,"=HYPERLINK(""https://www.release.tdnet.info/inbs/140120260209552236.pdf"", ""2025年12月期決算短信〔日本基準〕(連結)"")","=HYPERLINK(""pdf_tmp/20260210/5302_1300_日カーボン_2025年12月期決算短信〔日本基準〕(連結).pdf"", ""2025年12月期決算短信〔日本基準〕(連結)"")",シェア拡大,1,7,決算短信,https://www.release.tdnet.info/inbs/140120260209552236.pdf
20260210,13:00,5302,日カーボン,"=HYPERLINK(""https://www.release.tdnet.info/inbs/140120260209551849.pdf"", ""当社株券等の大量買付行為への対応方針(買収への対応方針)の更新について"")","=HYPERLINK(""pdf_tmp/20260210/5302_1300_日カーボン_当社株券等の大量買付行為への対応方針(買収への対応方針)の更新について.pdf"", ""当社株券等の大量買付行為への対応方針(買収への対応方針)の更新について"")",大幅,1,4,その他,https://www.release.tdnet.info/inbs/140120260209551849.pdf
20260210,16:00,5343,ニッコー,"=HYPERLINK(""https://www.release.tdnet.info/inbs/140120260130542444.pdf"", ""2026年3月期第3四半期決算短信〔日本基準〕(連結)"")","=HYPERLINK(""pdf_tmp/20260210/5343_1600_ニッコー_2026年3月期第3四半期決算短信〔日本基準〕(連結).pdf"", ""2026年3月期第3四半期決算短信〔日本基準〕(連結)"")",増産 価格改定,1,4,決算短信,https://www.release.tdnet.info/inbs/140120260130542444.pdf
20260210,14:00,5458,高砂鉄,"=HYPERLINK(""https://www.release.tdnet.info/inbs/140120260206549782.pdf"", ""2026年3月期 第3四半期決算短信〔日本基準〕(連結)"")","=HYPERLINK(""pdf_tmp/20260210/5458_1400_高砂鉄_2026年3月期 第3四半期決算短信〔日本基準〕(連結).pdf"", ""2026年3月期 第3四半期決算短信〔日本基準〕(連結)"")",価格改定,1,4,決算短信,https://www.release.tdnet.info/inbs/140120260206549782.pdf
20260210,15:00,5533,エリッツHD,"=HYPERLINK(""https://www.release.tdnet.info/inbs/140120260209551773.pdf"", ""2026年9月期 第1四半期決算短信〔日本基準〕(連結)"")","=HYPERLINK(""pdf_tmp/20260210/5533_1500_エリッツHD_2026年9月期 第1四半期決算短信〔日本基準〕(連結).pdf"", ""2026年9月期 第1四半期決算短信〔日本基準〕(連結)"")",悪化,1,4,決算短信,https://www.release.tdnet.info/inbs/140120260209551773.pdf
20260210,13:30,5542,新報国マテリアル,"=HYPERLINK(""https://www.release.tdnet.info/inbs/140120260203545698.pdf"", ""2025年12月期 決算短信〔日本基準〕(非連結)"")","=HYPERLINK(""pdf_tmp/20260210/5542_1330_新報国マテリアル_2025年12月期 決算短信〔日本基準〕(非連結).pdf"", ""2025年12月期 決算短信〔日本基準〕(非連結)"")",価格改定 大幅,1,4,決算短信,https://www.release.tdnet.info/inbs/140120260203545698.pdf
20260210,13:30,5542,新報国マテリアル,"=HYPERLINK(""https://www.release.tdnet.info/inbs/140120260209552691.pdf"", ""当社株式等の大規模買付行為に関する対応策(買収への対応方針)の継続について"")","=HYPERLINK(""pdf_tmp/20260210/5542_1330_新報国マテリアル_当社株式等の大規模買付行為に関する対応策(買収への対応方針)の継続について.pdf"", ""当社株式等の大規模買付行為に関する対応策(買収への対応方針)の継続について"")",グローバルニッチトップ,1,3,その他,https://www.release.tdnet.info/inbs/140120260209552691.pdf
20260210,14:30,5570,G-ジェノバ,"=HYPERLINK(""https://www.release.tdnet.info/inbs/140120260129542041.pdf"", ""2026年9月期 第1四半期決算短信[日本基準](非連結)"")","=HYPERLINK(""pdf_tmp/20260210/5570_1430_G-ジェノバ_2026年9月期 第1四半期決算短信[日本基準](非連結).pdf"", ""2026年9月期 第1四半期決算短信[日本基準](非連結)"")",需要が増,1,4,決算短信,https://www.release.tdnet.info/inbs/140120260129542041.pdf
20260210,14:30,5570,G-ジェノバ,"=HYPERLINK(""https://www.release.tdnet.info/inbs/140120260210553854.pdf"", ""2026年9月期第1四半期 決算補足説明資料"")","=HYPERLINK(""pdf_tmp/20260210/5570_1430_G-ジェノバ_2026年9月期第1四半期 決算補足説明資料.pdf"", ""2026年9月期第1四半期 決算補足説明資料"")",大幅,1,25,説明資料,https://www.release.tdnet.info/inbs/140120260210553854.pdf
20260210,15:30,5714,DOWA,"=HYPERLINK(""https://www.release.tdnet.info/inbs/140120260210553300.pdf"", ""通期連結業績予想及び配当予想の修正に関するお知らせ"")","=HYPERLINK(""pdf_tmp/20260210/5714_1530_DOWA_通期連結業績予想及び配当予想の修正に関するお知らせ.pdf"", ""通期連結業績予想及び配当予想の修正に関するお知らせ"")",上方修正,1,1,予想の修正,https://www.release.tdnet.info/inbs/140120260210553300.pdf
20260210,15:30,5816,オーナンバ,"=HYPERLINK(""https://www.release.tdnet.info/inbs/140120260209552797.pdf"", ""中期経営計画の修正に関するお知らせ"")","=HYPERLINK(""pdf_tmp/20260210/5816_1530_オーナンバ_中期経営計画の修正に関するお知らせ.pdf"", ""中期経営計画の修正に関するお知らせ"")",大幅,1,1,その他,https://www.release.tdnet.info/inbs/140120260209552797.pdf
20260210,13:30,5830,いよぎんHD,"=HYPERLINK(""https://www.release.tdnet.info/inbs/140120260210553280.pdf"", ""連結業績予想の修正に関するお知らせ"")","=HYPERLINK(""pdf_tmp/20260210/5830_1330_いよぎんHD_連結業績予想の修正に関するお知らせ.pdf"", ""連結業績予想の修正に関するお知らせ"")",上方修正,1,2,予想の修正,https://www.release.tdnet.info/inbs/140120260210553280.pdf
20260210,15:30,5943,ノーリツ,"=HYPERLINK(""https://www.release.tdnet.info/inbs/140120260204546634.pdf"", ""2025年12月期 決算短信〔日本基準〕(連結)"")","=HYPERLINK(""pdf_tmp/20260210/5943_1530_ノーリツ_2025年12月期 決算短信〔日本基準〕(連結).pdf"", ""2025年12月期 決算短信〔日本基準〕(連結)"")",価格改定,1,4,決算短信,https://www.release.tdnet.info/inbs/140120260204546634.pdf
20260210,15:30,5956,トーソー,"=HYPERLINK(""https://www.release.tdnet.info/inbs/140120260210553210.pdf"", ""2026年3月期 第3四半期決算短信〔日本基準〕(連結)"")","=HYPERLINK(""pdf_tmp/20260210/5956_1530_トーソー_2026年3月期 第3四半期決算短信〔日本基準〕(連結).pdf"", ""2026年3月期 第3四半期決算短信〔日本基準〕(連結)"")",価格改定 大幅,1,4,決算短信,https://www.release.tdnet.info/inbs/140120260210553210.pdf
20260210,15:30,5957,日東精工,"=HYPERLINK(""https://www.release.tdnet.info/inbs/140120260210553420.pdf"", ""2025年12月期 決算短信〔日本基準〕(連結)"")","=HYPERLINK(""pdf_tmp/20260210/5957_1530_日東精工_2025年12月期 決算短信〔日本基準〕(連結).pdf"", ""2025年12月期 決算短信〔日本基準〕(連結)"")",需要が増,1,4,決算短信,https://www.release.tdnet.info/inbs/140120260210553420.pdf
20260210,15:30,5957,日東精工,"=HYPERLINK(""https://www.release.tdnet.info/inbs/140120260210553572.pdf"", ""中期経営計画策定に関するお知らせ"")","=HYPERLINK(""pdf_tmp/20260210/5957_1530_日東精工_中期経営計画策定に関するお知らせ.pdf"", ""中期経営計画策定に関するお知らせ"")",シェア拡大,1,18,その他,https://www.release.tdnet.info/inbs/140120260210553572.pdf
20260210,14:00,5986,モリテック,"=HYPERLINK(""https://www.release.tdnet.info/inbs/140120260202544950.pdf"", ""2026年3月期 第3四半期決算短信〔日本基準〕(連結)"")","=HYPERLINK(""pdf_tmp/20260210/5986_1400_モリテック_2026年3月期 第3四半期決算短信〔日本基準〕(連結).pdf"", ""2026年3月期 第3四半期決算短信〔日本基準〕(連結)"")",大幅,1,4,決算短信,https://www.release.tdnet.info/inbs/140120260202544950.pdf
20260210,15:30,6055,Jマテリアル,"=HYPERLINK(""https://www.release.tdnet.info/inbs/140120260129541142.pdf"", ""2026年3月期第3四半期決算短信〔日本基準〕(連結)"")","=HYPERLINK(""pdf_tmp/20260210/6055_1530_Jマテリアル_2026年3月期第3四半期決算短信〔日本基準〕(連結).pdf"", ""2026年3月期第3四半期決算短信〔日本基準〕(連結)"")",大幅,1,4,決算短信,https://www.release.tdnet.info/inbs/140120260129541142.pdf
20260210,15:30,6134,FUJI,"=HYPERLINK(""https://www.release.tdnet.info/inbs/140120260210553054.pdf"", ""2026年3月期 第3四半期決算短信〔日本基準〕(連結)"")","=HYPERLINK(""pdf_tmp/20260210/6134_1530_FUJI_2026年3月期 第3四半期決算短信〔日本基準〕(連結).pdf"", ""2026年3月期 第3四半期決算短信〔日本基準〕(連結)"")",需要が低,1,4,決算短信,https://www.release.tdnet.info/inbs/140120260210553054.pdf
20260210,15:00,6140,旭ダイヤ,"=HYPERLINK(""https://www.release.tdnet.info/inbs/140120260210552973.pdf"", ""2026年3月期 第3四半期決算短信〔日本基準〕(連結)"")","=HYPERLINK(""pdf_tmp/20260210/6140_1500_旭ダイヤ_2026年3月期 第3四半期決算短信〔日本基準〕(連結).pdf"", ""2026年3月期 第3四半期決算短信〔日本基準〕(連結)"")",レアアース,1,4,決算短信,https://www.release.tdnet.info/inbs/140120260210552973.pdf
20260210,15:30,6141,DMG森精機,"=HYPERLINK(""https://www.release.tdnet.info/inbs/140120260210553729.pdf"", ""2025年12月期 決算短信〔IFRS〕(連結)"")","=HYPERLINK(""pdf_tmp/20260210/6141_1530_DMG森精機_2025年12月期 決算短信〔IFRS〕(連結).pdf"", ""2025年12月期 決算短信〔IFRS〕(連結)"")",大幅,1,4,決算短信,https://www.release.tdnet.info/inbs/140120260210553729.pdf
20260210,15:30,6156,エーワン精密,"=HYPERLINK(""https://www.release.tdnet.info/inbs/140120260204547134.pdf"", ""2026年6月期 第2四半期(中間期)決算短信〔日本基準〕(非連結)"")","=HYPERLINK(""pdf_tmp/20260210/6156_1530_エーワン精密_2026年6月期 第2四半期(中間期)決算短信〔日本基準〕(非連結).pdf"", ""2026年6月期 第2四半期(中間期)決算短信〔日本基準〕(非連結)"")",悪化,1,4,決算短信,https://www.release.tdnet.info/inbs/140120260204547134.pdf
20260210,15:31,6180,G-GMOメディア,"=HYPERLINK(""https://www.release.tdnet.info/inbs/140120260210553848.pdf"", ""2025年12月期 通期決算補足説明資料"")","=HYPERLINK(""pdf_tmp/20260210/6180_1531_G-GMOメディア_2025年12月期 通期決算補足説明資料.pdf"", ""2025年12月期 通期決算補足説明資料"")",需要が増,1,57,説明資料,https://www.release.tdnet.info/inbs/140120260210553848.pdf
20260210,15:30,6186,一蔵,"=HYPERLINK(""https://www.release.tdnet.info/inbs/140120260210553137.pdf"", ""2026年3月期 第3四半期決算短信〔日本基準〕(連結)"")","=HYPERLINK(""pdf_tmp/20260210/6186_1530_一蔵_2026年3月期 第3四半期決算短信〔日本基準〕(連結).pdf"", ""2026年3月期 第3四半期決算短信〔日本基準〕(連結)"")",需要の回復,1,4,決算短信,https://www.release.tdnet.info/inbs/140120260210553137.pdf
20260210,15:30,6197,ソラスト,"=HYPERLINK(""https://www.release.tdnet.info/inbs/140120260209551513.pdf"", ""2025年度 第3四半期決算短信〔日本基準〕(連結)"")","=HYPERLINK(""pdf_tmp/20260210/6197_1530_ソラスト_2025年度 第3四半期決算短信〔日本基準〕(連結).pdf"", ""2025年度 第3四半期決算短信〔日本基準〕(連結)"")",価格改定 大幅 計画を上 計画以,1,4,決算短信,https://www.release.tdnet.info/inbs/140120260209551513.pdf
20260210,15:00,6226,守谷輸送機工業,"=HYPERLINK(""https://www.release.tdnet.info/inbs/140120260210553584.pdf"", ""2026年3月期 第3四半期決算短信[日本基準](非連結)"")","=HYPERLINK(""pdf_tmp/20260210/6226_1500_守谷輸送機工業_2026年3月期 第3四半期決算短信[日本基準](非連結).pdf"", ""2026年3月期 第3四半期決算短信[日本基準](非連結)"")",需要が増,1,4,決算短信,https://www.release.tdnet.info/inbs/140120260210553584.pdf
20260210,13:00,6272,レオン自機,"=HYPERLINK(""https://www.release.tdnet.info/inbs/140120260209552379.pdf"", ""2026年3月期 第3四半期決算短信〔日本基準〕(連結)"")","=HYPERLINK(""pdf_tmp/20260210/6272_1300_レオン自機_2026年3月期 第3四半期決算短信〔日本基準〕(連結).pdf"", ""2026年3月期 第3四半期決算短信〔日本基準〕(連結)"")",値上 需要回復,1,4,決算短信,https://www.release.tdnet.info/inbs/140120260209552379.pdf
20260210,14:00,6302,住友重,"=HYPERLINK(""https://www.release.tdnet.info/inbs/140120260210553413.pdf"", ""2025年12月期決算短信〔日本基準〕(連結)"")","=HYPERLINK(""pdf_tmp/20260210/6302_1400_住友重_2025年12月期決算短信〔日本基準〕(連結).pdf"", ""2025年12月期決算短信〔日本基準〕(連結)"")",価格改定 需要が増,1,4,決算短信,https://www.release.tdnet.info/inbs/140120260210553413.pdf
20260210,16:00,6384,昭和真空,"=HYPERLINK(""https://www.release.tdnet.info/inbs/140120260209552136.pdf"", ""2026年3月期 第3四半期決算短信〔日本基準〕(連結)"")","=HYPERLINK(""pdf_tmp/20260210/6384_1600_昭和真空_2026年3月期 第3四半期決算短信〔日本基準〕(連結).pdf"", ""2026年3月期 第3四半期決算短信〔日本基準〕(連結)"")",増産,1,4,決算短信,https://www.release.tdnet.info/inbs/140120260209552136.pdf
20260210,15:30,6412,平和,"=HYPERLINK(""https://www.release.tdnet.info/inbs/140120260210553362.pdf"", ""連結業績予想の修正及び繰延税金資産の取り崩しに関するお知らせ"")","=HYPERLINK(""pdf_tmp/20260210/6412_1530_平和_連結業績予想の修正及び繰延税金資産の取り崩しに関するお知らせ.pdf"", ""連結業績予想の修正及び繰延税金資産の取り崩しに関するお知らせ"")",計画を下,1,1,予想の修正,https://www.release.tdnet.info/inbs/140120260210553362.pdf
20260210,16:00,6458,新晃工業,"=HYPERLINK(""https://www.release.tdnet.info/inbs/140120260129542333.pdf"", ""2026年3月期 第3四半期決算短信〔日本基準〕(連結)"")","=HYPERLINK(""pdf_tmp/20260210/6458_1600_新晃工業_2026年3月期 第3四半期決算短信〔日本基準〕(連結).pdf"", ""2026年3月期 第3四半期決算短信〔日本基準〕(連結)"")",悪化,1,4,決算短信,https://www.release.tdnet.info/inbs/140120260129542333.pdf
20260210,15:00,6459,大和冷機,"=HYPERLINK(""https://www.release.tdnet.info/inbs/140120260210553277.pdf"", ""中期経営計画策定に関するお知らせ"")","=HYPERLINK(""pdf_tmp/20260210/6459_1500_大和冷機_中期経営計画策定に関するお知らせ.pdf"", ""中期経営計画策定に関するお知らせ"")",需要が増,1,15,その他,https://www.release.tdnet.info/inbs/140120260210553277.pdf
20260210,17:30,6485,前沢給装,"=HYPERLINK(""https://www.release.tdnet.info/inbs/140120260210553369.pdf"", ""2026年3月期 第3四半期決算短信〔日本基準〕(非連結)"")","=HYPERLINK(""pdf_tmp/20260210/6485_1730_前沢給装_2026年3月期 第3四半期決算短信〔日本基準〕(非連結).pdf"", ""2026年3月期 第3四半期決算短信〔日本基準〕(非連結)"")",価格改定,1,4,決算短信,https://www.release.tdnet.info/inbs/140120260210553369.pdf
20260210,15:30,6584,三桜工,"=HYPERLINK(""https://www.release.tdnet.info/inbs/140120260210553643.pdf"", ""2026年3月期 第3四半期決算短信〔日本基準〕(連結)"")","=HYPERLINK(""pdf_tmp/20260210/6584_1530_三桜工_2026年3月期 第3四半期決算短信〔日本基準〕(連結).pdf"", ""2026年3月期 第3四半期決算短信〔日本基準〕(連結)"")",悪化,1,4,決算短信,https://www.release.tdnet.info/inbs/140120260210553643.pdf
20260210,15:30,6584,三桜工,"=HYPERLINK(""https://www.release.tdnet.info/inbs/140120260210553652.pdf"", ""2026年3月期第3四半期 決算補足説明資料"")","=HYPERLINK(""pdf_tmp/20260210/6584_1530_三桜工_2026年3月期第3四半期 決算補足説明資料.pdf"", ""2026年3月期第3四半期 決算補足説明資料"")",大幅,1,4,説明資料,https://www.release.tdnet.info/inbs/140120260210553652.pdf
20260210,15:30,6612,G-バルミューダ,"=HYPERLINK(""https://www.release.tdnet.info/inbs/140120260209552866.pdf"", ""2025年12月期 決算短信〔日本基準〕(連結)"")","=HYPERLINK(""pdf_tmp/20260210/6612_1530_G-バルミューダ_2025年12月期 決算短信〔日本基準〕(連結).pdf"", ""2025年12月期 決算短信〔日本基準〕(連結)"")",大幅,1,4,決算短信,https://www.release.tdnet.info/inbs/140120260209552866.pdf
